"Nome","Hostname","IP","Status","Grupo"
"GUA3-DM820-02","GUA3-DM820-02","192.168.184.116","Desabilitado",""
"GAS2-230-DM880-01","GAS2-230-DM880-01","192.168.184.119","Desabilitado",""
"GAS2-230-DM880-02","GAS2-230-DM880-02","192.168.184.120","Desabilitado",""
"ABT-DM705-01","ABT-DM705-01","192.168.186.90","Desabilitado",""
"ABT-DM705-02","ABT-DM705-02","192.168.186.102","Desabilitado",""
"ARE-DM705-01","ARE-DM705-01","192.168.185.190","Desabilitado",""
"ARE-DM705-02","ARE-DM705-02","192.168.185.194","Desabilitado",""
"ASS-DM705-01","ASS-DM705-01","192.168.189.30","Desabilitado",""
"ASS-DM705-02","ASS-DM705-02","192.168.189.34","Desabilitado",""
"ATL2-DM705-01","ATL2-DM705-01","192.168.187.162","Desabilitado",""
"ATL2-DM705-02","ATL2-DM705-02","192.168.187.166","Desabilitado",""
"BIG-DM705-01","BIG-DM705-01","192.168.185.34","Desabilitado",""
"BIG-DM705-02","BIG-DM705-02","192.168.185.46","Desabilitado",""
"BLU-DM705-01","BLU-DM705-01","192.168.185.102","Desabilitado",""
"BLU-DM705-02","BLU-DM705-02","192.168.185.106","Desabilitado",""
"CAM3-DM705-01","CAM3-DM705-01","192.168.188.198","Desabilitado",""
"CAM3-DM705-02","CAM3-DM705-02","192.168.188.202","Desabilitado",""
"CAN-DM705-01","CAN-DM705-01","192.168.186.146","Desabilitado",""
"CAN-DM705-02","CAN-DM705-02","192.168.186.154","Desabilitado",""
"CAX-DM705-01","CAX-DM705-01","192.168.187.54","Desabilitado",""
"CAX-DM705-02","CAX-DM705-02","192.168.187.78","Desabilitado",""
"CAX5-DM705-01","CAX5-DM705-01","192.168.187.98","Desabilitado",""
"CAX5-DM705-02","CAX5-DM705-02","192.168.187.102","Desabilitado",""
"CBA-DM705-01","CBA-DM705-01","192.168.185.154","Desabilitado",""
"CBA-DM705-02","CBA-DM705-02","192.168.185.158","Desabilitado",""
"CGR-DM705-01","CGR-DM705-01","192.168.189.90","Desabilitado",""
"CGR-DM705-02","CGR-DM705-02","192.168.189.94","Desabilitado",""
"CMO-DM705-01","CMO-DM705-01","192.168.189.110","Desabilitado",""
"CMO-DM705-02","CMO-DM705-02","192.168.189.114","Desabilitado",""
"CNO-DM705-01","CNO-DM705-01","192.168.186.70","Desabilitado",""
"CNO-DM705-02","CNO-DM705-02","192.168.186.82","Desabilitado",""
"CNE-DM705-01","CNE-DM705-01","192.168.188.82","Desabilitado",""
"CNE-DM705-02","CNE-DM705-02","192.168.188.86","Desabilitado",""
"DOU-DM705-01","DOU-DM705-01","192.168.189.74","Desabilitado",""
"DOU-DM705-02","DOU-DM705-02","192.168.189.78","Desabilitado",""
"DRO-DM705-01","DRO-DM705-01","192.168.185.74","Desabilitado",""
"DRO-DM705-02","DRO-DM705-02","192.168.185.78","Desabilitado",""
"FAR-DM705-01","FAR-DM705-01","192.168.188.102","Desabilitado",""
"FAR-DM705-02","FAR-DM705-02","192.168.188.110","Desabilitado",""
"FHA-DM705-01","FHA-DM705-01","192.168.185.238","Desabilitado",""
"FHA-DM705-02","FHA-DM705-02","192.168.185.242","Desabilitado",""
"GAS2-230-DM705-01","GAS2-230-DM705-01","192.168.186.114","Desabilitado",""
"GAS2-230-DM705-02","GAS2-230-DM705-02","192.168.186.126","Desabilitado",""
"GRA-DM705-01","GRA-DM705-01","192.168.187.10","Desabilitado",""
"GRA-DM705-02","GRA-DM705-02","192.168.187.14","Desabilitado",""
"GRA3-DM705-01","GRA3-DM705-01","192.168.187.122","Desabilitado",""
"GRA3-DM705-02","GRA3-DM705-02","192.168.187.134","Desabilitado",""
"ITJ-DM705-01","ITJ-DM705-01","192.168.185.86","Desabilitado",""
"ITJ-DM705-02","ITJ-DM705-02","192.168.185.90","Desabilitado",""
"IVI2-DM705-01","IVI2-DM705-01","192.168.189.54","Desabilitado",""
"IVI2-DM705-02","IVI2-DM705-02","192.168.189.58","Desabilitado",""
"IVP-DM705-01","IVP-DM705-01","192.168.186.230","Desabilitado",""
"IVP-DM705-02","IVP-DM705-02","192.168.186.234","Desabilitado",""
"JLB-DM705-01","JLB-DM705-01","192.168.185.206","Desabilitado",""
"JLB-DM705-02","JLB-DM705-02","192.168.185.210","Desabilitado",""
"JOI-DM705-01","JOI-DM705-01","192.168.185.134","Desabilitado",""
"JOI-DM705-02","JOI-DM705-02","192.168.185.138","Desabilitado",""
"LGR-DM705-01","LGR-DM705-01","192.168.188.222","Desabilitado",""
"LGR-DM705-02","LGR-DM705-02","192.168.188.226","Desabilitado",""
"LNA-DM705-01","LNA-DM705-01","192.168.189.14","Desabilitado",""
"LNA-DM705-02","LNA-DM705-02","192.168.189.18","Desabilitado",""
"LON-DM705-01","LON-DM705-01","192.168.186.246","Desabilitado",""
"LON-DM705-02","LON-DM705-02","192.168.186.250","Desabilitado",""
"MCH-DM705-01","MCH-DM705-01","192.168.188.58","Desabilitado",""
"MCH-DM705-02","MCH-DM705-02","192.168.188.62","Desabilitado",""
"MCL-DM705-01","MCL-DM705-01","192.168.188.114","Desabilitado",""
"MCL-DM705-02","MCL-DM705-02","192.168.188.118","Desabilitado",""
"MGA-DM705-01","MGA-DM705-01","192.168.189.138","Desabilitado",""
"MGA-DM705-02","MGA-DM705-02","192.168.189.142","Desabilitado",""
"MRO2-DM705-01","MRO2-DM705-01","192.168.188.130","Desabilitado",""
"MRO2-DM705-02","MRO2-DM705-02","192.168.188.142","Desabilitado",""
"NPE2-DM705-01","NPE2-DM705-01","192.168.188.206","Desabilitado",""
"NPE2-DM705-02","NPE2-DM705-02","192.168.188.210","Desabilitado",""
"NPR2-DM705-01","NPR2-DM705-01","192.168.188.22","Desabilitado",""
"NPR2-DM705-02","NPR2-DM705-02","192.168.188.30","Desabilitado",""
"NSR-DM705-01","NSR-DM705-01","192.168.187.170","Desabilitado",""
"NSR-DM705-02","NSR-DM705-02","192.168.187.174","Desabilitado",""
"OSO2-DM705-01","OSO2-DM705-01","192.168.187.146","Desabilitado",""
"OSO2-DM705-02","OSO2-DM705-02","192.168.187.158","Desabilitado",""
"PAL-DM705-01","PAL-DM705-01","192.168.185.58","Desabilitado",""
"PAL-DM705-02","PAL-DM705-02","192.168.185.66","Desabilitado",""
"PFU-DM705-01","PFU-DM705-01","192.168.187.206","Desabilitado",""
"PFU-DM705-02","PFU-DM705-02","192.168.187.210","Desabilitado",""
"PNO-DM705-01","PNO-DM705-01","192.168.188.174","Desabilitado",""
"PNO-DM705-02","PNO-DM705-02","192.168.188.178","Desabilitado",""
"PTO-DM705-01","PTO-DM705-01","192.168.186.170","Desabilitado",""
"PTO-DM705-02","PTO-DM705-02","192.168.186.182","Desabilitado",""
"QUI-DM705-01","QUI-DM705-01","192.168.188.186","Desabilitado",""
"QUI-DM705-02","QUI-DM705-02","192.168.188.190","Desabilitado",""
"SDI-DM705-01","SDI-DM705-01","192.168.189.146","Desabilitado",""
"SDI-DM705-02","SDI-DM705-02","192.168.189.150","Desabilitado",""
"SED-DM705-01","SED-DM705-01","192.168.185.2","Desabilitado",""
"SED-DM705-02","SED-DM705-02","192.168.185.18","Desabilitado",""
"SID-DM705-01","SID-DM705-01","192.168.185.222","Desabilitado",""
"SID-DM705-02","SID-DM705-02","192.168.185.226","Desabilitado",""
"SMS-DM705-01","SMS-DM705-01","192.168.185.174","Desabilitado",""
"SMS-DM705-02","SMS-DM705-02","192.168.185.178","Desabilitado",""
"SPA2-DM705-01","SPA2-DM705-01","192.168.188.146","Desabilitado",""
"SPA2-DM705-02","SPA2-DM705-02","192.168.188.150","Desabilitado",""
"STA-DM705-01","STA-DM705-01","192.168.189.22","Desabilitado",""
"VMT-DM705-01","VMT-DM705-01","192.168.188.6","Desabilitado",""
"VMT-DM705-02","VMT-DM705-02","192.168.188.14","Desabilitado",""
"XAN-DM705-01","XAN-DM705-01","192.168.187.234","Desabilitado",""
"XAN-DM705-02","XAN-DM705-02","192.168.187.238","Desabilitado",""
"YTA-DM705-01","YTA-DM705-01","192.168.186.38","Desabilitado",""
"YTA-DM705-02","YTA-DM705-02","192.168.186.46","Desabilitado",""
"LON-DM4100","LON-DM4100","192.168.184.225","Desabilitado",""
"CMO-DM4100","CMO-DM4100","192.168.184.224","Desabilitado",""
"BLU-DM4100","BLU-DM4100","192.168.184.226","Desabilitado",""
"SED-DM4100-01","SED-DM4100-01","192.168.184.227","Desabilitado",""
"SED-DM4100-02","SED-DM4100-02","192.168.184.228","Desabilitado",""
"CAX-DM4100","CAX-DM4100","192.168.184.229","Desabilitado",""
"PFU-DM4100","PFU-DM4100","192.168.184.230","Desabilitado",""
"CCH-UCS1","CCH-UCS1","172.20.20.16","Desabilitado",""
"CCH-UCS2","CCH-UCS2","172.20.21.17","Desabilitado",""
"CNG2-UCS1","CNG2-UCS1","172.20.222.16","Desabilitado",""
"CNG2-UCS2","CNG2-UCS2","172.20.222.17","Desabilitado",""
"CNG3-UCS1","CNG3-UCS1","172.20.223.16","Desabilitado",""
"CNG3-UCS2","CNG3-UCS2","172.20.223.17","Desabilitado",""
"LIV3-UCS1","LIV3-UCS1","172.20.224.16","Desabilitado",""
"LIV3-UCS2","LIV3-UCS2","172.20.224.17","Desabilitado",""
"CAM-VMT-01","CAM-VMT-01","10.3.48.205","Desabilitado",""
"CAM-VMT-02","CAM-VMT-02","10.3.48.206","Desabilitado",""
"CAM-VMT-03","CAM-VMT-03","10.3.48.201","Desabilitado",""
"CAM-VMT-04","CAM-VMT-04","10.3.48.202","Desabilitado",""
"CAM-VMT-05","CAM-VMT-05","10.3.48.203","Desabilitado",""
"CAM-VMT-06","CAM-VMT-06","10.3.48.204","Desabilitado",""
"CAM-SDI-01","CAM-SDI-01","10.3.118.200","Desabilitado",""
"CAM-SDI-02","CAM-SDI-02","10.3.118.201","Desabilitado",""
"CAM-SDI-03","CAM-SDI-03","10.3.118.202","Desabilitado",""
"CAM-DRO-03","CAM-DRO-03","10.3.30.203","Desabilitado",""
"zpi-dcn","zpi-dcn","10.0.41.68","Desabilitado",""
"GUA3-DM705-01","GUA3-DM705-01","192.168.188.66","Desabilitado",""
"GUA3-DM705-02","GUA3-DM705-02","192.168.188.70","Desabilitado",""
"CNORDP_230_22","CNORDP_230_22","172.20.206.94","Desabilitado",""
"CNORDP_230_23","CNORDP_230_23","172.20.206.95","Desabilitado",""
"CNORDP_230_21","CNORDP_230_21","172.20.206.93","Desabilitado",""
"CNORDP_525_41","CNORDP_525_41","172.20.206.228","Desabilitado",""
"FARRDP_230_3","FARRDP_230_3","172.20.229.38","Desabilitado",""
"FARRDP_230_4","FARRDP_230_4","172.20.229.166","Desabilitado",""
"GPE-DM706KE-remota","GPE-DM706KE-remota","10.6.89.60","Desabilitado",""
"PLM-DM706KE-remota","PLM-DM706KE-remota","192.168.219.18","Desabilitado",""
"SJO-DM706KE-remota","SJO-DM706KE-remota","192.168.203.82","Desabilitado",""
"CAM-UHSD-CGH","CAM-UHSD-CGH","10.3.58.215","Desabilitado",""
"servidor_log_lsc","servidor_log_lsc","10.0.41.50","Desabilitado",""
"OpMonCorp","OpMonCorp","10.0.40.112","Desabilitado",""
"GRA-DM706KE-remota","GRA-DM706KE-remota","10.6.27.60","Desabilitado",""
"FHA-DM706KE-remota","FHA-DM706KE-remota","10.6.57.60","Desabilitado",""
"Testezzz","Testezzz",,"Desabilitado",""
"ana-tmo","ana-tmo","172.16.97.40","Desabilitado",""
"are-tmo","are-tmo","172.20.174.101","Desabilitado",""
"atl2-tmo","atl2-tmo","172.16.87.101","Desabilitado",""
"big-tmo","big-tmo","172.20.132.101","Desabilitado",""
"blu-tmo","blu-tmo","172.20.149.101","Desabilitado",""
"cam3-tmo","cam3-tmo","172.20.154.101","Desabilitado",""
"can-tmo","can-tmo","172.16.74.50","Desabilitado",""
"cax-tmo","cax-tmo","172.16.79.178","Desabilitado",""
"cax5-tmo","cax5-tmo","172.16.79.51","Desabilitado",""
"cax6-tmo","cax6-tmo","172.20.136.101","Desabilitado",""
"cba-tmo","cba-tmo","172.16.74.160","Desabilitado",""
"cgr-tmo","cgr-tmo","172.20.221.101","Desabilitado",""
"cmo-tmo","cmo-tmo","172.16.95.51","Desabilitado",""
"cne-tmo","cne-tmo","172.20.214.101","Desabilitado",""
"cno-tmo","cno-tmo","172.20.206.101","Desabilitado",""
"cvo-tmo","cvo-tmo","172.20.207.101","Desabilitado",""
"dou-tmo","dou-tmo","172.20.176.101","Desabilitado",""
"dro-tmo","dro-tmo","172.16.99.178","Desabilitado",""
"far-tmo","far-tmo","172.20.229.101","Desabilitado",""
"fco-tmo","fco-tmo","172.20.141.101","Desabilitado",""
"fha-tmo","fha-tmo","172.20.131.101","Desabilitado",""
"gar1-tmo","gar1-tmo","172.20.139.101","Desabilitado",""
"gas2-tmo","gas2-tmo","172.20.167.101","Desabilitado",""
"gra-tmo","gra-tmo","172.16.75.179","Desabilitado",""
"gra3-tmo","gra3-tmo","172.16.88.229","Desabilitado",""
"gua-tmo","gua-tmo","172.20.208.101","Desabilitado",""
"gua3-tmo","gua3-tmo","172.20.191.101","Desabilitado",""
"guo-tmo","guo-tmo","172.20.197.101","Desabilitado",""
"iju2-tmo","iju2-tmo","172.20.137.101","Desabilitado",""
"irn-tmo","irn-tmo","172.20.198.101","Desabilitado",""
"itj-tmo","itj-tmo","172.16.82.179","Desabilitado",""
"ivi2-tmo","ivi2-tmo","172.20.168.101","Desabilitado",""
"ivp-tmo","ivp-tmo","172.16.76.51","Desabilitado",""
"jla-tmo","jla-tmo","172.16.85.45","Desabilitado",""
"joi-tmo","joi-tmo","172.16.86.165","Desabilitado",""
"lgr-tmo","lgr-tmo","172.20.211.101","Desabilitado",""
"lna-tmo","lna-tmo","172.20.157.101","Desabilitado",""
"lns-tmo","lns-tmo","172.20.200.101","Desabilitado",""
"lon-tmo","lon-tmo","172.20.177.101","Desabilitado",""
"mbr-tmo","mbr-tmo","172.20.187.101","Desabilitado",""
"mbr3-tmo","mbr3-tmo","172.20.219.101","Desabilitado",""
"mch-tmo","mch-tmo","172.16.73.115","Desabilitado",""
"mcl-tmo","mcl-tmo","172.16.98.51","Desabilitado",""
"mim2-tmo","mim2-tmo","172.20.218.101","Desabilitado",""
"mis-tmo","mis-tmo","172.20.209.101","Desabilitado",""
"npe-tmo","npe-tmo","172.20.138.101","Desabilitado",""
"npr2-tmo","npr2-tmo","172.20.171.101","Desabilitado",""
"nsr-tmo","nsr-tmo","172.20.150.101","Desabilitado",""
"oso2-tmo","oso2-tmo","172.16.87.150","Desabilitado",""
"pal-tmo","pal-tmo","172.20.201.101","Desabilitado",""
"pfu-tmo","pfu-tmo","172.16.71.84","Desabilitado",""
"pgr-tmo","pgr-tmo","172.20.199.101","Desabilitado",""
"pin2-tmo","pin2-tmo","172.20.169.101","Desabilitado",""
"pme-tmo","pme-tmo","172.20.161.101","Desabilitado",""
"qui-tmo","qui-tmo","172.20.156.101","Desabilitado",""
"scr1-tmo","scr1-tmo","172.16.92.115","Desabilitado",""
"sdi-tmo","sdi-tmo","172.20.210.101","Desabilitado",""
"sid-tmo","sid-tmo","172.20.151.101","Desabilitado",""
"sma3-tmo","sma3-tmo","172.20.190.101","Desabilitado",""
"sos-tmo","sos-tmo","172.16.76.114","Desabilitado",""
"ssa-tmo","ssa-tmo","172.16.70.50","Desabilitado",""
"sta-tmo","sta-tmo","172.16.91.101","Desabilitado",""
"tpr2-tmo","tpr2-tmo","172.16.97.178","Desabilitado",""
"vin-tmo","vin-tmo","172.20.178.101","Desabilitado",""
"vmt-tmo","vmt-tmo","172.20.182.101","Desabilitado",""
"xan-tmo","xan-tmo","172.16.78.51","Desabilitado",""
"yta-tmo","yta-tmo","172.16.78.179","Desabilitado",""
"cch-tmo","cch-tmo","172.20.20.104","Desabilitado",""
"liv3-tmo","liv3-tmo","172.20.224.101","Desabilitado",""
"cng2-tmo","cng2-tmo","172.20.222.101","Desabilitado",""
"cng3-tmo","cng3-tmo","172.20.223.101","Desabilitado",""
"JAS_HL1","JAS_HL1","10.9.123.45","Desabilitado",""
"JAS-DM880-01","JAS-DM880-01","192.168.184.123","Desabilitado",""
"JAS-DM880-02","JAS-DM880-02","192.168.184.124","Desabilitado",""
"JAS-DM705-01","JAS-DM705-01","192.168.189.182","Desabilitado",""
"JAS-DM705-02","JAS-DM705-02","192.168.189.190","Desabilitado",""
"TEL-GTW-VHF_JAS_ControlOne","TEL-GTW-VHF_JAS_ControlOne","10.9.123.40","Desabilitado",""
"JNO-DM880-01","JNO-DM880-01","192.168.184.121","Desabilitado",""
"JNO-DM880-02","JNO-DM880-02","192.168.184.122","Desabilitado",""
"JAS_PRI","JAS_PRI","172.30.123.1","Desabilitado",""
"JAS_SEC","JAS_SEC","172.31.123.1","Desabilitado",""
"jas-rgr-225.125","jas-rgr-225.125","172.20.225.125","Desabilitado",""
"SW3-JAS","SW3-JAS","10.3.123.1","Desabilitado",""
"SW-JAS-CFTV","SW-JAS-CFTV","10.2.123.10","Desabilitado",""
"CAM-JAS-01","CAM-JAS-01","10.3.123.200","Desabilitado",""
"CAM-JAS-02","CAM-JAS-02","10.3.123.201","Desabilitado",""
"CAM-JAS-03","CAM-JAS-03","10.3.123.202","Desabilitado",""
"CAM-JAS-04","CAM-JAS-04","10.3.123.203","Desabilitado",""
"CAM-JAS-05","CAM-JAS-05","10.3.123.204","Desabilitado",""
"CAM-JAS-06","CAM-JAS-06","10.3.123.205","Desabilitado",""
"CAM-JAS-07","CAM-JAS-07","10.3.123.206","Desabilitado",""
"CAM-JAS-08","CAM-JAS-08","10.3.123.207","Desabilitado",""
"CAM-JAS-09","CAM-JAS-09","10.3.123.208","Desabilitado",""
"CAM-JAS-10","CAM-JAS-10","10.3.123.209","Desabilitado",""
"CAM-JAS-11","CAM-JAS-11","10.3.123.210","Desabilitado",""
"ASSTW_230_1","ASSTW_230_1","172.20.135.97","Desabilitado",""
"ana-rgr-vsat-19.32.246","ana-rgr-vsat-19.32.246","172.19.32.246","Desabilitado",""
"CAM-ASS-01","CAM-ASS-01","10.3.110.201","Desabilitado",""
"CAM-ASS-02","CAM-ASS-02","10.3.110.202","Desabilitado",""
"CAM-ASS-03","CAM-ASS-03","10.3.110.203","Desabilitado",""
"CAM-ASS-04","CAM-ASS-04","10.3.110.204","Desabilitado",""
"CAM-ASS-05","CAM-ASS-05","10.3.110.205","Desabilitado",""
"CAM-GUA3-01","CAM-GUA3-01","10.3.90.201","Desabilitado",""
"CAM-GUA3-02","CAM-GUA3-02","10.3.90.202","Desabilitado",""
"CAM-GUA3-03","CAM-GUA3-03","10.3.90.203","Desabilitado",""
"CAM-GUA3-04","CAM-GUA3-04","10.3.90.204","Desabilitado",""
"CAM-GUA3-05","CAM-GUA3-05","10.3.90.205","Desabilitado",""
"CAM-GUA3-06","CAM-GUA3-06","10.3.90.206","Desabilitado",""
"ana-rgr-vsat-LINK-GLOBALSAT","ana-rgr-vsat-LINK-GLOBALSAT","172.19.32.241","Desabilitado",""
"JOIRDP_230_4","JOIRDP_230_4","172.20.202.98","Desabilitado",""
"JNO-DM705-01","JNO-DM705-01","192.168.189.162","Desabilitado",""
"JNO-DM705-02","JNO-DM705-02","192.168.189.174","Desabilitado",""
"JOIRDP_230_5","JOIRDP_230_5","172.20.202.100","Desabilitado",""
"CAM-BIG-COC-02","CAM-BIG-COC-02","10.3.29.214","Desabilitado",""
"CAM-BIG-COC-03","CAM-BIG-COC-03","10.3.29.215","Desabilitado",""
"CAM-IVI2-09-TorreTelecomDESATIVADA","CAM-IVI2-09-TorreTelecomDESATIVADA","10.3.20.200","Desabilitado",""
"CAM-IVI2-08-SalaReles","CAM-IVI2-08-SalaReles","10.3.20.208","Desabilitado",""
"CAM-GAS2-SALACOM1","CAM-GAS2-SALACOM1","10.3.84.214","Desabilitado",""
"CAM-GAS2-SALACOM2","CAM-GAS2-SALACOM2","10.3.84.215","Desabilitado",""
"CAM-IVI2-07-SalaReles","CAM-IVI2-07-SalaReles","10.3.20.207","Desabilitado",""
"CAM-IVI2-06-SalaComando","CAM-IVI2-06-SalaComando","10.3.20.206","Desabilitado",""
"CAM-IVI2-05","CAM-IVI2-05","10.3.20.205","Desabilitado",""
"CAM-IVI2-04","CAM-IVI2-04","10.3.20.204","Desabilitado",""
"CAM-IVI2-03","CAM-IVI2-03","10.3.20.203","Desabilitado",""
"CAM-IVI2-02","CAM-IVI2-02","10.3.20.202","Desabilitado",""
"CAM-IVI2-01","CAM-IVI2-01","10.3.20.201","Desabilitado",""
"TEL-GTW-VHF_ASS_ControlOne","TEL-GTW-VHF_ASS_ControlOne","10.3.110.210","Desabilitado",""
"TEL-GTW-VHF_ITR_ControlOne","TEL-GTW-VHF_ITR_ControlOne","10.9.55.40","Desabilitado",""
"sed-ro-94.183","sed-ro-94.183","172.16.94.183","Desabilitado",""
"SOSRDP_230_11","SOSRDP_230_11","172.20.220.100","Desabilitado",""
"SOSRDP_230_21","SOSRDP_230_21","172.20.220.228","Desabilitado",""
"ivi2-rgr-vsat_20.168.253","ivi2-rgr-vsat_20.168.253","172.20.168.253","Desabilitado",""
"LIV3_SEC","LIV3_SEC","172.20.224.252","Desabilitado",""
"PFU_PRI2","PFU_PRI2","172.30.77.2","Desabilitado",""
"PFU_SEC2","PFU_SEC2","172.31.77.2","Desabilitado",""
"GRA3_PRI","GRA3_PRI","172.30.28.1","Desabilitado",""
"LOA-GUA3_DM820_01dirPNO","LOA-GUA3_DM820_01dirPNO","192.168.242.68","Desabilitado",""
"LOA-GUA3_DM820_02dirPNO","LOA-GUA3_DM820_02dirPNO","192.168.242.69","Desabilitado",""
"LOA-PNO_DM820_01dirGUA3","LOA-PNO_DM820_01dirGUA3","192.168.242.84","Desabilitado",""
"LOA-PNO_DM820_02dirGUA3","LOA-PNO_DM820_02dirGUA3","192.168.242.85","Desabilitado",""
"CAM-SDI-04","CAM-SDI-04","10.3.118.203","Desabilitado",""
"CAM-SDI-05","CAM-SDI-05","10.3.118.204","Desabilitado",""
"RELE-MODELO","RELE-MODELO","172.20.166.151","Desabilitado",""
"abt-sw1","abt-sw1","172.20.166.119","Desabilitado",""
"abt-sw2","abt-sw2","172.20.166.247","Desabilitado",""
"abt-sw3","abt-sw3","172.20.166.120","Desabilitado",""
"abt-sw4","abt-sw4","172.20.166.248","Desabilitado",""
"ana-sw1","ana-sw1","172.16.97.54","Desabilitado",""
"ana-sw2","ana-sw2","172.16.97.118","Desabilitado",""
"ana-sw3","ana-sw3","172.16.97.55","Desabilitado",""
"ana-sw4","ana-sw4","172.16.97.119","Desabilitado",""
"ana-sw5","ana-sw5","172.16.97.56","Desabilitado",""
"ana-sw6","ana-sw6","172.16.97.120","Desabilitado",""
"are-sw1","are-sw1","172.20.174.110","Desabilitado",""
"are-sw2","are-sw2","172.20.174.238","Desabilitado",""
"are-sw3","are-sw3","172.20.174.111","Desabilitado",""
"are-sw4","are-sw4","172.20.174.239","Desabilitado",""
"atl2-sw1","atl2-sw1","172.16.87.109","Desabilitado",""
"atl2-sw2","atl2-sw2","172.16.87.110","Desabilitado",""
"atl2-sw3","atl2-sw3","172.16.87.111","Desabilitado",""
"atl2-sw4","atl2-sw4","172.16.87.112","Desabilitado",""
"atl2-sw5","atl2-sw5","172.16.87.113","Desabilitado",""
"atl2-sw6","atl2-sw6","172.16.87.114","Desabilitado",""
"atl2-sw7","atl2-sw7","172.16.87.115","Desabilitado",""
"atl2-sw8","atl2-sw8","172.16.87.116","Desabilitado",""
"big-sw","big-sw","172.16.77.241","Desabilitado",""
"big-sw3","big-sw3","172.16.77.176","Desabilitado",""
"blu-sw1","blu-sw1","172.20.149.119","Desabilitado",""
"blu-sw2","blu-sw2","172.20.149.247","Desabilitado",""
"blu-sw3","blu-sw3","172.20.149.118","Desabilitado",""
"blu-sw4","blu-sw4","172.20.149.246","Desabilitado",""
"blu-sw5","blu-sw5","172.20.149.117","Desabilitado",""
"blu-sw6","blu-sw6","172.20.149.245","Desabilitado",""
"can-swt1","can-swt1","172.16.74.46","Desabilitado",""
"can-swt2","can-swt2","172.16.74.111","Desabilitado",""
"can-swt3","can-swt3","172.16.74.47","Desabilitado",""
"can-swt4","can-swt4","172.16.74.110","Desabilitado",""
"cax-sw1","cax-sw1","172.16.79.182","Desabilitado",""
"cax-sw2","cax-sw2","172.16.79.246","Desabilitado",""
"cax-sw3","cax-sw3","172.16.79.183","Desabilitado",""
"cax-sw4","cax-sw4","172.16.79.247","Desabilitado",""
"cax-sw5","cax-sw5","172.16.79.184","Desabilitado",""
"cax-sw6","cax-sw6","172.16.79.248","Desabilitado",""
"cax-sw7","cax-sw7","172.16.79.185","Desabilitado",""
"cax-sw8","cax-sw8","172.16.79.249","Desabilitado",""
"cax5-sw1","cax5-sw1","172.16.79.46","Desabilitado",""
"cax5-sw2","cax5-sw2","172.16.79.111","Desabilitado",""
"cax5-sw3","cax5-sw3","172.16.79.48","Desabilitado",""
"cax5-sw4","cax5-sw4","172.16.79.113","Desabilitado",""
"cax6-sw1","cax6-sw1","172.20.136.110","Desabilitado",""
"cax6-sw2","cax6-sw2","172.20.136.238","Desabilitado",""
"cax6-sw3","cax6-sw3","172.20.136.111","Desabilitado",""
"cax6-sw4","cax6-sw4","172.20.136.239","Desabilitado",""
"cba-sw1","cba-sw1","172.16.74.174","Desabilitado",""
"cba-sw2","cba-sw2","172.16.74.239","Desabilitado",""
"cba-sw3","cba-sw3","172.16.74.175","Desabilitado",""
"cba-sw4","cba-sw4","172.16.74.240","Desabilitado",""
"cch-sw1","cch-sw1","172.20.20.238","Desabilitado",""
"cch-sw2","cch-sw2","172.20.21.238","Desabilitado",""
"cch-sw3","cch-sw3","172.20.20.234","Desabilitado",""
"cch-sw4","cch-sw4","172.20.20.239","Desabilitado",""
"cch-sw5","cch-sw5","172.20.21.239","Desabilitado",""
"cch-sw9","cch-sw9","172.20.20.115","Desabilitado",""
"cch-sw10","cch-sw10","172.20.21.115","Desabilitado",""
"cgr-sw1","cgr-sw1","172.20.221.110","Desabilitado",""
"cgr-sw2","cgr-sw2","172.20.221.238","Desabilitado",""
"cgr-swrgr","cgr-swrgr","172.20.221.111","Desabilitado",""
"cmo-sw1","cmo-sw1","172.16.95.60","Desabilitado",""
"cmo-sw2","cmo-sw2","172.16.95.252","Desabilitado",""
"cng2-sw1","cng2-sw1","172.20.222.110","Desabilitado",""
"cng2-sw2","cng2-sw2","172.20.222.238","Desabilitado",""
"cng3-sw1","cng3-sw1","172.20.223.110","Desabilitado",""
"cng3-sw2","cng3-sw2","172.20.223.238","Desabilitado",""
"cta-sw3-p","cta-sw3-p","172.20.160.50","Desabilitado",""
"cta-sw3-s","cta-sw3-s","172.20.160.179","Desabilitado",""
"cvo-sw1","cvo-sw1","172.20.207.119","Desabilitado",""
"cvo-sw2","cvo-sw2","172.20.207.247","Desabilitado",""
"dou-sw1","dou-sw1","172.20.176.119","Desabilitado",""
"dou-sw2","dou-sw2","172.20.176.247","Desabilitado",""
"dou-sw3","dou-sw3","172.20.176.118","Desabilitado",""
"dou-sw4","dou-sw4","172.20.176.246","Desabilitado",""
"dou-sw5","dou-sw5","172.20.176.117","Desabilitado",""
"dou-sw6","dou-sw6","172.20.176.245","Desabilitado",""
"dou-sw7","dou-sw7","172.20.176.116","Desabilitado",""
"dou-sw8","dou-sw8","172.20.176.244","Desabilitado",""
"dro-sw1","dro-sw1","172.16.99.180","Desabilitado",""
"dro-sw2","dro-sw2","172.16.99.245","Desabilitado",""
"dro-sw3","dro-sw3","172.16.99.182","Desabilitado",""
"dro-sw4","dro-sw4","172.16.99.247","Desabilitado",""
"dro-sw5","dro-sw5","172.16.99.183","Desabilitado",""
