"Nome";"IP";"Grupo"
"BIG-UCS1-alta";"172.16.77.208";"UCS"
"BLU-UCS1-alta";"172.20.149.144";"UCS"
"BLU-UCS2-baixa";"172.20.149.17";"UCS"
"BIG-UCS2-baixa";"172.16.77.145";"UCS"
"CAM3-UCS1-alta";"172.20.154.144";"UCS"
"CAM3-UCS2-baixa";"172.20.154.17";"UCS"
"CAN-UCS1-alta";"172.16.74.80";"UCS"
"CAN-UCS2-baixa";"172.16.74.17";"UCS"
"CAX-UCS1-alta";"172.16.79.208";"UCS"
"CAX-UCS2-baixa";"172.16.79.145";"UCS"
"JNO_HL1";"10.9.31.45";"Corporativa"
"CAX5-UCS1-alta";"172.16.79.80";"UCS"
"CAX5-UCS2-baixa";"172.16.79.17";"UCS"
"CAX6-UCS1-alta";"172.20.136.144";"UCS"
"CAX6-UCS2-baixa";"172.20.136.17";"UCS"
"CBA-UCS1-alta";"172.16.74.208";"UCS"
"CBA-UCS2-baixa";"172.16.74.145";"UCS"
"CGR-UCS1-alta";"172.20.221.144";"UCS"
"CGR-UCS2-baixa";"172.20.221.17";"UCS"
"CHA-UCS1-alta";"172.16.86.80";"UCS"
"CHA-UCS2-baixa";"172.16.86.17";"UCS"
"CMO-UCS1-alta";"172.16.95.208";"UCS"
"CMO-UCS2-baixa";"172.16.95.17";"UCS"
"CNO-UCS1-alta";"172.20.206.144";"UCS"
"CNO-UCS2-baixa";"172.20.206.17";"UCS"
"CTA-UCS1-alta";"172.20.160.144";"UCS"
"CTA-UCS2-baixa";"172.20.160.17";"UCS"
"CVO-UCS1-alta";"172.20.207.144";"UCS"
"CVO-UCS2-baixa";"172.20.207.17";"UCS"
"DOU-UCS1-alta";"172.20.176.144";"UCS"
"DOU-UCS2-baixa";"172.20.176.17";"UCS"
"DRO-UCS1-alta";"172.16.99.208";"UCS"
"DRO-UCS2-baixa";"172.16.99.145";"UCS"
"FAR-UCS1-alta";"172.20.229.144";"UCS"
"FAR-UCS2-baixa";"172.20.229.17";"UCS"
"FCO-UCS1-alta";"172.20.141.144";"UCS"
"FCO-UCS2-baixa";"172.20.141.17";"UCS"
"FHA-UCS1-alta";"172.20.131.144";"UCS"
"FHA-UCS2-baixa";"172.20.131.17";"UCS"
"GAR1-UCS1-alta";"172.20.139.144";"UCS"
"GAR1-UCS2-baixa";"172.20.139.17";"UCS"
"GAS2-UCS1-alta";"172.20.167.144";"UCS"
"GAS2-UCS2-baixa";"172.20.167.17";"UCS"
"GRA-UCS1-alta";"172.16.75.208";"UCS"
"GRA-UCS2-baixa";"172.16.75.145";"UCS"
"GRA3-UCS1-alta";"172.16.88.144";"UCS"
"GRA3-UCS2-baixa";"172.16.88.17";"UCS"
"GRT-UCS1-alta";"172.20.142.144";"UCS"
"GRT-UCS2-baixa";"172.20.142.17";"UCS"
"GUA-UCS1-alta";"172.20.208.144";"UCS"
"GUA-UCS2-baixa";"172.20.208.17";"UCS"
"GUA3-UCS1-alta";"172.20.191.144";"UCS"
"GUA3-UCS2-baixa";"172.20.191.17";"UCS"
"GUO-UCS1-alta";"172.20.197.144";"UCS"
"GUO-UCS2-baixa";"172.20.197.17";"UCS"
"IJU2-UCS1-alta";"172.20.137.144";"UCS"
"IJU2-UCS2-baixa";"172.20.137.17";"UCS"
"IRN-UCS1-alta";"172.20.198.144";"UCS"
"IRN-UCS2-baixa";"172.20.198.17";"UCS"
"ITJ-UCS1-alta";"172.16.82.208";"UCS"
"ITJ-UCS2-baixa";"172.16.82.145";"UCS"
"IVI2-UCS1-alta";"172.20.168.144";"UCS"
"IVI2-UCS2-baixa";"172.20.168.17";"UCS"
"IVP-UCS1-alta";"172.16.76.144";"UCS"
"IVP-UCS2-baixa";"172.16.76.17";"UCS"
"JLA-UCS1-alta";"172.16.85.144";"UCS"
"JLA-UCS2-baixa";"172.16.85.17";"UCS"
"JLB-UCS1-alta";"172.16.85.208";"UCS"
"JLB-UCS2-baixa";"172.16.85.81";"UCS"
"JNO-UCS1-alta";"172.20.146.144";"UCS"
"JNO-UCS2-baixa";"172.20.146.17";"UCS"
"JOI-UCS1-alta";"172.16.86.208";"UCS"
"JOI-UCS2-baixa";"172.16.86.145";"UCS"
"LGR-UCS1-alta";"172.16.82.80";"UCS"
"LGR-UCS2-baixa";"172.16.82.17";"UCS"
"LNA-UCS1-alta";"172.20.157.144";"UCS"
"LNA-UCS2-baixa";"172.20.157.17";"UCS"
"LNS-UCS1-alta";"172.20.200.144";"UCS"
"LNS-UCS2-baixa";"172.20.200.17";"UCS"
"LON-UCS1-alta";"172.20.177.144";"UCS"
"LON-UCS2-baixa";"172.20.177.17";"UCS"
"MBR-UCS1-alta";"172.20.187.144";"UCS"
"MBR-UCS2-baixa";"172.20.187.17";"UCS"
"MBR3-UCS1-alta";"172.20.219.144";"UCS"
"MBR3-UCS2-baixa";"172.20.219.17";"UCS"
"MCH-UCS1-alta";"172.16.73.208";"UCS"
"MCH-UCS2-baixa";"172.16.73.81";"UCS"
"MCL-UCS1-alta";"172.16.98.80";"UCS"
"MCL-UCS2-baixa";"172.16.98.17";"UCS"
"MIM-UCS1-alta";"172.20.143.144";"UCS"
"MIM-UCS2-baixa";"172.20.143.17";"UCS"
"MIM2-UCS1-alta";"172.20.218.144";"UCS"
"MIM2-UCS2-baixa";"172.20.218.17";"UCS"
"MIS-UCS1-alta";"172.16.93.80";"UCS"
"MIS-UCS2-baixa";"172.16.93.17";"UCS"
"MRO2-UCS1-alta";"172.20.155.144";"UCS"
"MRO2-UCS2-baixa";"172.20.155.17";"UCS"
"NPE2-UCS1-alta";"172.20.138.144";"UCS"
"NPE2-UCS2-baixa";"172.20.138.17";"UCS"
"NPR2-UCS1-alta";"172.20.171.145";"UCS"
"NPR2-UCS2-baixa";"172.20.171.16";"UCS"
"NSR-UCS1-alta";"172.20.150.144";"UCS"
"NSR-UCS2-baixa";"172.20.150.17";"UCS"
"OSO2-UCS1-alta";"172.20.130.144";"UCS"
"OSO2-UCS2";"172.20.130.145";"UCS"
"PAL-UCS1-alta";"172.20.201.144";"UCS"
"PAL-UCS2-baixa";"172.20.201.17";"UCS"
"PFU-UCS1-alta";"172.16.71.208";"UCS"
"PFU-UCS2-baixa";"172.16.71.81";"UCS"
"PGR-UCS1-alta";"172.20.199.144";"UCS"
"PGR-UCS2-baixa";"172.20.199.17";"UCS"
"PIN2-UCS1-alta";"172.20.169.144";"UCS"
"PIN2-UCS2-baixa";"172.20.169.17";"UCS"
"PME-UCS1-alta";"172.16.92.144";"UCS"
"PME-UCS2-baixa";"172.16.92.17";"UCS"
"PNO-UCS1-alta";"172.20.153.144";"UCS"
"PNO-UCS2-baixa";"172.20.153.17";"UCS"
"SDI-UCS1-alta";"172.20.210.144";"UCS"
"SDI-UCS2-baixa";"172.20.210.17";"UCS"
"SID-UCS1-alta";"172.20.151.144";"UCS"
"SID-UCS2-baixa";"172.20.151.17";"UCS"
"SOS-UCS1-alta";"172.16.76.208";"UCS"
"SOS-UCS2-baixa";"172.16.76.81";"UCS"
"SPA2-UCS1-alta";"172.20.152.144";"UCS"
"SPA2-UCS2-baixa";"172.20.152.17";"UCS"
"SSA-UCS1-alta";"172.16.70.80";"UCS"
"SSA-UCS2-baixa";"172.16.70.17";"UCS"
"UHBC-UCS1-alta";"172.20.1.1";"UCS"
"UHBC-UCS2-baixa";"172.20.0.2";"UCS"
"UHJB-UCS1-alta";"172.20.25.16";"UCS"
"UHJB-UCS2-baixa";"172.20.24.17";"UCS"
"UHPJ-UCS1-alta";"172.20.7.16";"UCS"
"UHPJ-UCS2-baixa";"172.20.6.17";"UCS"
"UHSD-UCS1-alta";"172.20.13.16";"UCS"
"UHSD-UCS2-baixa";"172.20.12.17";"UCS"
"YTA_HL2";"10.9.52.46";"Corporativa"
"GRT_HL1";"10.9.45.45";"Corporativa"
"PIN2_HL2";"10.9.105.46";"Corporativa"
"CTA_HL2";"10.9.49.46";"Corporativa"
"Radio AVIAT UHE MIM2";"10.255.1.131";"Corporativa"
"Radio AVIAT Rep SUZANO";"10.255.1.132";"Corporativa"
"Radio AVIAT UHE MIM";"10.255.1.134";"Corporativa"
"SVRsede_SNMP";"10.255.5.221";"Corporativa"
"CAM-CBA-06";"10.3.19.208";"CFTV"
"CAM-CBA-07";"10.3.19.209";"CFTV"
"SERVDMVIEW_agent";"10.255.5.220";"Corporativa"
"SOS-DM705-01";"192.168.186.190";"SDH"
"SOS-DM880-02";"192.168.184.30";"SDH"
"SOS-DM705-02";"192.168.186.194";"SDH"
"SOS-DM880-01";"192.168.184.29";"SDH"
"SSA-DM880-01";"192.168.184.31";"SDH"
"SSA-DM880-02";"192.168.184.32";"SDH"
"SSA-DM705-01";"192.168.186.210";"SDH"
"SSA-DM705-02";"192.168.186.214";"SDH"
"GAS2-525-DM880-01";"192.168.184.113";"SDH"
"GAS2-525-DM880-02";"192.168.184.114";"SDH"
"GAS2-525-DM705-01";"192.168.186.10";"SDH"
"GAS2-525-DM705-02";"192.168.186.14";"SDH"
"SW-DRO-STO04-02";"10.0.50.93";"Corporativa"
"SW-SED-STO03-02";"10.0.48.87";"Corporativa"
"CNORDP_525_11";"172.20.206.100";"RDPs"
"ASS-DM880-01";"192.168.184.1";"SDH"
"ASS-DM880-02";"192.168.184.2";"SDH"
"CGR-DM880-01";"192.168.184.3";"SDH"
"CGR-DM880-02";"192.168.184.4";"SDH"
"DOU-DM880-01";"192.168.184.5";"SDH"
"DOU-DM880-02";"192.168.184.6";"SDH"
"IVI2-DM880-01";"192.168.184.7";"SDH"
"IVI2-DM880-02";"192.168.184.8";"SDH"
"ARE-DM880-01";"192.168.184.9";"SDH"
"ARE-DM880-02";"192.168.184.10";"SDH"
"CBA-DM880-01";"192.168.184.11";"SDH"
"CBA-DM880-02";"192.168.184.12";"SDH"
"CMO-DM880-01";"192.168.184.13";"SDH"
"CMO-DM880-02";"192.168.184.14";"SDH"
"IVP-DM880-01";"192.168.184.15";"SDH"
"IVP-DM880-02";"192.168.184.16";"SDH"
"LNA-DM880-01";"192.168.184.17";"SDH"
"LNA-DM880-02";"192.168.184.18";"SDH"
"LON-DM880-01";"192.168.184.19";"SDH"
"LON-DM880-02";"192.168.184.20";"SDH"
"MGA-DM880-01";"192.168.184.21";"SDH"
"MGA-DM880-02";"192.168.184.22";"SDH"
"PTO-DM880-01";"192.168.184.23";"SDH"
"PTO-DM880-02";"192.168.184.24";"SDH"
"SDI-DM880-01";"192.168.184.25";"SDH"
"SDI-DM880-02";"192.168.184.26";"SDH"
"SMS-DM880-01";"192.168.184.27";"SDH"
"SMS-DM880-02";"192.168.184.28";"SDH"
"ABT-DM880-01";"192.168.184.33";"SDH"
"ABT-DM880-02";"192.168.184.34";"SDH"
"BIG-DM880-01";"192.168.184.35";"SDH"
"BIG-DM880-02";"192.168.184.36";"SDH"
"BLU-DM880-01";"192.168.184.37";"SDH"
"BLU-DM880-02";"192.168.184.38";"SDH"
"CAN-DM880-01";"192.168.184.39";"SDH"
"CAN-DM880-02";"192.168.184.40";"SDH"
"CNO-DM880-01";"192.168.184.41";"SDH"
"CNO-DM880-02";"192.168.184.42";"SDH"
"DRO-DM880-01";"192.168.184.43";"SDH"
"DRO-DM880-02";"192.168.184.44";"SDH"
"FHA-DM880-01";"192.168.184.45";"SDH"
"FHA-DM880-02";"192.168.184.46";"SDH"
"ITJ-DM880-01";"192.168.184.47";"SDH"
"ITJ-DM880-02";"192.168.184.48";"SDH"
"JLB-DM880-01";"192.168.184.49";"SDH"
"JLB-DM880-02";"192.168.184.50";"SDH"
"JOI-DM880-01";"192.168.184.51";"SDH"
"JOI-DM880-02";"192.168.184.52";"SDH"
"LAG-DM880-01";"192.168.184.53";"SDH"
"MCH-DM880-01";"192.168.184.54";"SDH"
"MCH-DM880-02";"192.168.184.55";"SDH"
"PAL-DM880-01";"192.168.184.56";"SDH"
"PAL-DM880-02";"192.168.184.57";"SDH"
"RSU-DM880-01";"192.168.184.58";"SDH"
"SED-DM880-01";"192.168.184.59";"SDH"
"SED-DM880-02";"192.168.184.60";"SDH"
"SID-DM880-01";"192.168.184.61";"SDH"
"SID-DM880-02";"192.168.184.62";"SDH"
"XAN-DM880-01";"192.168.184.63";"SDH"
"XAN-DM880-02";"192.168.184.64";"SDH"
"YTA-DM880-01";"192.168.184.65";"SDH"
"YTA-DM880-02";"192.168.184.66";"SDH"
"ATL2-DM880-01";"192.168.184.67";"SDH"
"ATL2-DM880-02";"192.168.184.68";"SDH"
"CAM3-DM880-01";"192.168.184.69";"SDH"
"CAM3-DM880-02";"192.168.184.70";"SDH"
"CAX-DM880-01";"192.168.184.71";"SDH"
"CAX-DM880-02";"192.168.184.72";"SDH"
"CAX5-DM880-01";"192.168.184.73";"SDH"
"CAX5-DM880-02";"192.168.184.74";"SDH"
"CNE-DM880-01";"192.168.184.75";"SDH"
"CNE-DM880-02";"192.168.184.76";"SDH"
"FAR-DM880-01";"192.168.184.77";"SDH"
"FAR-DM880-02";"192.168.184.78";"SDH"
"GPE-DM880-01";"192.168.184.79";"SDH"
"GPE-DM880-02";"192.168.184.80";"SDH"
"GRA-DM880-01";"192.168.184.81";"SDH"
"GRA-DM880-02";"192.168.184.82";"SDH"
"GRA3-DM880-01";"192.168.184.83";"SDH"
"GRA3-DM880-02";"192.168.184.84";"SDH"
"LGR-DM880-01";"192.168.184.85";"SDH"
"LGR-DM880-02";"192.168.184.86";"SDH"
"LVH-DM880-01";"192.168.184.87";"SDH"
"MCL-DM880-01";"192.168.184.89";"SDH"
"MCL-DM880-02";"192.168.184.90";"SDH"
"MRO2-DM880-01";"192.168.184.91";"SDH"
"MRO2-DM880-02";"192.168.184.92";"SDH"
"NPE2-DM880-01";"192.168.184.93";"SDH"
"NPE2-DM880-02";"192.168.184.94";"SDH"
"NPR2-DM880-01";"192.168.184.95";"SDH"
"NPR2-DM880-02";"192.168.184.96";"SDH"
"NSR-DM880-01";"192.168.184.97";"SDH"
"NSR-DM880-02";"192.168.184.98";"SDH"
"OSO2-DM880-01";"192.168.184.99";"SDH"
"OSO2-DM880-02";"192.168.184.100";"SDH"
"PFU-DM880-01";"192.168.184.101";"SDH"
"PFU-DM880-02";"192.168.184.102";"SDH"
"PNO-DM880-01";"192.168.184.103";"SDH"
"PNO-DM880-02";"192.168.184.104";"SDH"
"QUI-DM880-01";"192.168.184.105";"SDH"
"QUI-DM880-02";"192.168.184.106";"SDH"
"SPA2-DM880-01";"192.168.184.107";"SDH"
"SPA2-DM880-02";"192.168.184.108";"SDH"
"STA-DM880-01";"192.168.184.109";"SDH"
"VMT-DM880-01";"192.168.184.110";"SDH"
"VMT-DM880-02";"192.168.184.111";"SDH"
"SMA3-DM880-01";"192.168.184.112";"SDH"
"GUA3-DM820-01";"192.168.184.115";"SDH"
"GUA3-DM820-02";"192.168.184.116";"SDH"
"GAS2-230-DM880-01";"192.168.184.119";"SDH"
"GAS2-230-DM880-02";"192.168.184.120";"SDH"
"ABT-DM705-01";"192.168.186.90";"SDH"
"ABT-DM705-02";"192.168.186.102";"SDH"
"ARE-DM705-01";"192.168.185.190";"SDH"
"ARE-DM705-02";"192.168.185.194";"SDH"
"ASS-DM705-01";"192.168.189.30";"SDH"
"ASS-DM705-02";"192.168.189.34";"SDH"
"ATL2-DM705-01";"192.168.187.162";"SDH"
"ATL2-DM705-02";"192.168.187.166";"SDH"
"BIG-DM705-01";"192.168.185.34";"SDH"
"BIG-DM705-02";"192.168.185.46";"SDH"
"BLU-DM705-01";"192.168.185.102";"SDH"
"BLU-DM705-02";"192.168.185.106";"SDH"
"CAM3-DM705-01";"192.168.188.198";"SDH"
"CAM3-DM705-02";"192.168.188.202";"SDH"
"CAN-DM705-01";"192.168.186.146";"SDH"
"CAN-DM705-02";"192.168.186.154";"SDH"
"CAX-DM705-01";"192.168.187.54";"SDH"
"CAX-DM705-02";"192.168.187.78";"SDH"
"CAX5-DM705-01";"192.168.187.98";"SDH"
"CAX5-DM705-02";"192.168.187.102";"SDH"
"CBA-DM705-01";"192.168.185.154";"SDH"
"CBA-DM705-02";"192.168.185.158";"SDH"
"CGR-DM705-01";"192.168.189.90";"SDH"
"CGR-DM705-02";"192.168.189.94";"SDH"
"CMO-DM705-01";"192.168.189.110";"SDH"
"CMO-DM705-02";"192.168.189.114";"SDH"
"CNO-DM705-01";"192.168.186.70";"SDH"
"CNO-DM705-02";"192.168.186.82";"SDH"
"CNE-DM705-01";"192.168.188.82";"SDH"
"CNE-DM705-02";"192.168.188.86";"SDH"
"DOU-DM705-01";"192.168.189.74";"SDH"
"DOU-DM705-02";"192.168.189.78";"SDH"
"DRO-DM705-01";"192.168.185.74";"SDH"
"DRO-DM705-02";"192.168.185.78";"SDH"
"FAR-DM705-01";"192.168.188.102";"SDH"
"FAR-DM705-02";"192.168.188.110";"SDH"
"FHA-DM705-01";"192.168.185.238";"SDH"
"FHA-DM705-02";"192.168.185.242";"SDH"
"GAS2-230-DM705-01";"192.168.186.114";"SDH"
"GAS2-230-DM705-02";"192.168.186.126";"SDH"
"GRA-DM705-01";"192.168.187.10";"SDH"
"GRA-DM705-02";"192.168.187.14";"SDH"
"GRA3-DM705-01";"192.168.187.122";"SDH"
"GRA3-DM705-02";"192.168.187.134";"SDH"
"ITJ-DM705-01";"192.168.185.86";"SDH"
"ITJ-DM705-02";"192.168.185.90";"SDH"
"IVI2-DM705-01";"192.168.189.54";"SDH"
"IVI2-DM705-02";"192.168.189.58";"SDH"
"IVP-DM705-01";"192.168.186.230";"SDH"
"IVP-DM705-02";"192.168.186.234";"SDH"
"JLB-DM705-01";"192.168.185.206";"SDH"
"JLB-DM705-02";"192.168.185.210";"SDH"
"JOI-DM705-01";"192.168.185.134";"SDH"
"JOI-DM705-02";"192.168.185.138";"SDH"
"LGR-DM705-01";"192.168.188.222";"SDH"
"LGR-DM705-02";"192.168.188.226";"SDH"
"LNA-DM705-01";"192.168.189.14";"SDH"
"LNA-DM705-02";"192.168.189.18";"SDH"
"LON-DM705-01";"192.168.186.246";"SDH"
"LON-DM705-02";"192.168.186.250";"SDH"
"MCH-DM705-01";"192.168.188.58";"SDH"
"MCH-DM705-02";"192.168.188.62";"SDH"
"MCL-DM705-01";"192.168.188.114";"SDH"
"MCL-DM705-02";"192.168.188.118";"SDH"
"MGA-DM705-01";"192.168.189.138";"SDH"
"MGA-DM705-02";"192.168.189.142";"SDH"
"MRO2-DM705-01";"192.168.188.130";"SDH"
"MRO2-DM705-02";"192.168.188.142";"SDH"
"NPE2-DM705-01";"192.168.188.206";"SDH"
"NPE2-DM705-02";"192.168.188.210";"SDH"
"NPR2-DM705-01";"192.168.188.22";"SDH"
"NPR2-DM705-02";"192.168.188.30";"SDH"
"NSR-DM705-01";"192.168.187.170";"SDH"
"NSR-DM705-02";"192.168.187.174";"SDH"
"OSO2-DM705-01";"192.168.187.146";"SDH"
"OSO2-DM705-02";"192.168.187.158";"SDH"
"PAL-DM705-01";"192.168.185.58";"SDH"
"PAL-DM705-02";"192.168.185.66";"SDH"
"PFU-DM705-01";"192.168.187.206";"SDH"
"PFU-DM705-02";"192.168.187.210";"SDH"
"PNO-DM705-01";"192.168.188.174";"SDH"
"PNO-DM705-02";"192.168.188.178";"SDH"
"PTO-DM705-01";"192.168.186.170";"SDH"
"PTO-DM705-02";"192.168.186.182";"SDH"
"QUI-DM705-01";"192.168.188.186";"SDH"
"QUI-DM705-02";"192.168.188.190";"SDH"
"SDI-DM705-01";"192.168.189.146";"SDH"
"SDI-DM705-02";"192.168.189.150";"SDH"
"SED-DM705-01";"192.168.185.2";"SDH"
"SED-DM705-02";"192.168.185.18";"SDH"
"SID-DM705-01";"192.168.185.222";"SDH"
"SID-DM705-02";"192.168.185.226";"SDH"
"SMS-DM705-01";"192.168.185.174";"SDH"
"SMS-DM705-02";"192.168.185.178";"SDH"
"SPA2-DM705-01";"192.168.188.146";"SDH"
"SPA2-DM705-02";"192.168.188.150";"SDH"
"STA-DM705-01";"192.168.189.22";"SDH"
"VMT-DM705-01";"192.168.188.6";"SDH"
"VMT-DM705-02";"192.168.188.14";"SDH"
"XAN-DM705-01";"192.168.187.234";"SDH"
"XAN-DM705-02";"192.168.187.238";"SDH"
"YTA-DM705-01";"192.168.186.38";"SDH"
"YTA-DM705-02";"192.168.186.46";"SDH"
"LON-DM4100";"192.168.184.225";"SDH"
"CMO-DM4100";"192.168.184.224";"SDH"
"BLU-DM4100";"192.168.184.226";"SDH"
"SED-DM4100-01";"192.168.184.227";"SDH"
"SED-DM4100-02";"192.168.184.228";"SDH"
"CAX-DM4100";"192.168.184.229";"SDH"
"PFU-DM4100";"192.168.184.230";"SDH"
"CCH-UCS1";"172.20.20.16";"UCS"
"CCH-UCS2";"172.20.21.17";"UCS"
"CNG2-UCS1";"172.20.222.16";"UCS"
"CNG2-UCS2";"172.20.222.17";"UCS"
"CNG3-UCS1";"172.20.223.16";"UCS"
"CNG3-UCS2";"172.20.223.17";"UCS"
"LIV3-UCS1";"172.20.224.16";"UCS"
"LIV3-UCS2";"172.20.224.17";"UCS"
"CAM-VMT-01";"10.3.48.205";"CFTV"
"CAM-VMT-02";"10.3.48.206";"CFTV"
"CAM-VMT-03";"10.3.48.201";"CFTV"
"CAM-VMT-04";"10.3.48.202";"CFTV"
"CAM-VMT-05";"10.3.48.203";"CFTV"
"CAM-VMT-06";"10.3.48.204";"CFTV"
"CAM-SDI-01";"10.3.118.200";"CFTV"
"CAM-SDI-02";"10.3.118.201";"CFTV"
"CAM-SDI-03";"10.3.118.202";"CFTV"
"CAM-DRO-03";"10.3.30.203";"CFTV"
"zpi-dcn";"10.0.41.68";"Zabbix servers"
"GUA3-DM705-01";"192.168.188.66";"SDH"
"GUA3-DM705-02";"192.168.188.70";"SDH"
"CNORDP_230_22";"172.20.206.94";"RDPs"
"CNORDP_230_23";"172.20.206.95";"RDPs"
"CNORDP_230_21";"172.20.206.93";"RDPs"
"CNORDP_525_41";"172.20.206.228";"RDPs"
"FARRDP_230_3";"172.20.229.38";"RDPs"
"FARRDP_230_4";"172.20.229.166";"RDPs"
"GPE-DM706KE-remota";"10.6.89.60";"SDH"
"PLM-DM706KE-remota";"192.168.219.18";"SDH"
"SJO-DM706KE-remota";"192.168.203.82";"SDH"
"CAM-UHSD-CGH";"10.3.58.215";"CFTV"
"servidor_log_lsc";"10.0.41.50";"DOS"
"OpMonCorp";"10.0.40.112";"Corporativa"
"GRA-DM706KE-remota";"10.6.27.60";"SDH"
"FHA-DM706KE-remota";"10.6.57.60";"SDH"
"Testezzz";;"Testezzz"
"ana-tmo";"172.16.97.40";"SAGE"
"are-tmo";"172.20.174.101";"SAGE"
"atl2-tmo";"172.16.87.101";"SAGE"
"big-tmo";"172.20.132.101";"SAGE"
"blu-tmo";"172.20.149.101";"SAGE"
"cam3-tmo";"172.20.154.101";"SAGE"
"can-tmo";"172.16.74.50";"SAGE"
"cax-tmo";"172.16.79.178";"SAGE"
"cax5-tmo";"172.16.79.51";"SAGE"
"cax6-tmo";"172.20.136.101";"SAGE"
"cba-tmo";"172.16.74.160";"SAGE"
"cgr-tmo";"172.20.221.101";"SAGE"
"cmo-tmo";"172.16.95.51";"SAGE"
"cne-tmo";"172.20.214.101";"SAGE"
"cno-tmo";"172.20.206.101";"SAGE"
"cvo-tmo";"172.20.207.101";"SAGE"
"dou-tmo";"172.20.176.101";"SAGE"
"dro-tmo";"172.16.99.178";"SAGE"
"far-tmo";"172.20.229.101";"SAGE"
"fco-tmo";"172.20.141.101";"SAGE"
"fha-tmo";"172.20.131.101";"SAGE"
"gar1-tmo";"172.20.139.101";"SAGE"
"gas2-tmo";"172.20.167.101";"SAGE"
"gra-tmo";"172.16.75.179";"SAGE"
"gra3-tmo";"172.16.88.229";"SAGE"
"gua-tmo";"172.20.208.101";"SAGE"
"gua3-tmo";"172.20.191.101";"SAGE"
"guo-tmo";"172.20.197.101";"SAGE"
"iju2-tmo";"172.20.137.101";"SAGE"
"irn-tmo";"172.20.198.101";"SAGE"
"itj-tmo";"172.16.82.179";"SAGE"
"ivi2-tmo";"172.20.168.101";"SAGE"
"ivp-tmo";"172.16.76.51";"SAGE"
"jla-tmo";"172.16.85.45";"SAGE"
"joi-tmo";"172.16.86.165";"SAGE"
"lgr-tmo";"172.20.211.101";"SAGE"
"lna-tmo";"172.20.157.101";"SAGE"
"lns-tmo";"172.20.200.101";"SAGE"
"lon-tmo";"172.20.177.101";"SAGE"
"mbr-tmo";"172.20.187.101";"SAGE"
"mbr3-tmo";"172.20.219.101";"SAGE"
"mch-tmo";"172.16.73.115";"SAGE"
"mcl-tmo";"172.16.98.51";"SAGE"
"mim2-tmo";"172.20.218.101";"SAGE"
"mis-tmo";"172.20.209.101";"SAGE"
"npe-tmo";"172.20.138.101";"SAGE"
"npr2-tmo";"172.20.171.101";"SAGE"
"nsr-tmo";"172.20.150.101";"SAGE"
"oso2-tmo";"172.16.87.150";"SAGE"
"pal-tmo";"172.20.201.101";"SAGE"
"pfu-tmo";"172.16.71.84";"SAGE"
"pgr-tmo";"172.20.199.101";"SAGE"
"pin2-tmo";"172.20.169.101";"SAGE"
"pme-tmo";"172.20.161.101";"SAGE"
"qui-tmo";"172.20.156.101";"SAGE"
"scr1-tmo";"172.16.92.115";"SAGE"
"sdi-tmo";"172.20.210.101";"SAGE"
"sid-tmo";"172.20.151.101";"SAGE"
"sma3-tmo";"172.20.190.101";"SAGE"
"sos-tmo";"172.16.76.114";"SAGE"
"ssa-tmo";"172.16.70.50";"SAGE"
"sta-tmo";"172.16.91.101";"SAGE"
"tpr2-tmo";"172.16.97.178";"SAGE"
"vin-tmo";"172.20.178.101";"SAGE"
"vmt-tmo";"172.20.182.101";"SAGE"
"xan-tmo";"172.16.78.51";"SAGE"
"yta-tmo";"172.16.78.179";"SAGE"
"cch-tmo";"172.20.20.104";"SAGE"
"liv3-tmo";"172.20.224.101";"SAGE"
"cng2-tmo";"172.20.222.101";"SAGE"
"cng3-tmo";"172.20.223.101";"SAGE"
"JAS_HL1";"10.9.123.45";"Corporativa"
"JAS-DM880-01";"192.168.184.123";"SDH"
"JAS-DM880-02";"192.168.184.124";"SDH"
"JAS-DM705-01";"192.168.189.182";"SDH"
"JAS-DM705-02";"192.168.189.190";"SDH"
"TEL-GTW-VHF_JAS_ControlOne";"10.9.123.40";"VHF"
"JNO-DM880-01";"192.168.184.121";"SDH"
"JNO-DM880-02";"192.168.184.122";"SDH"
"JAS_PRI";"172.30.123.1";"Discovered hosts"
"JAS_SEC";"172.31.123.1";"Discovered hosts"
"jas-rgr-225.125";"172.20.225.125";"Industrial"
"SW3-JAS";"10.3.123.1";"SW-Extreme"
"SW-JAS-CFTV";"10.2.123.10";"CFTV"
"CAM-JAS-01";"10.3.123.200";"CFTV"
"CAM-JAS-02";"10.3.123.201";"CFTV"
"CAM-JAS-03";"10.3.123.202";"CFTV"
"CAM-JAS-04";"10.3.123.203";"CFTV"
"CAM-JAS-05";"10.3.123.204";"CFTV"
"CAM-JAS-06";"10.3.123.205";"CFTV"
"CAM-JAS-07";"10.3.123.206";"CFTV"
"CAM-JAS-08";"10.3.123.207";"CFTV"
"CAM-JAS-09";"10.3.123.208";"CFTV"
"CAM-JAS-10";"10.3.123.209";"CFTV"
"CAM-JAS-11";"10.3.123.210";"CFTV"
"ASSTW_230_1";"172.20.135.97";"RDPs"
"ana-rgr-vsat-19.32.246";"172.19.32.246";"Industrial"
"CAM-ASS-01";"10.3.110.201";"CFTV"
"CAM-ASS-02";"10.3.110.202";"CFTV"
"CAM-ASS-03";"10.3.110.203";"CFTV"
"CAM-ASS-04";"10.3.110.204";"CFTV"
"CAM-ASS-05";"10.3.110.205";"CFTV"
"CAM-GUA3-01";"10.3.90.201";"CFTV"
